SYMBOL;Name;LastSale;MarketCap;IPOyear;Sector;industry
LINE;Linn Energy, LLC;1.2;$426.05M;2006;Energy;Oil & Gas Production
LBIO;Lion Biotechnologies, Inc.;7.77;$371.67M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
LIOX;Lionbridge Technologies, Inc.;4.6;$296.75M;1999;Miscellaneous;Business Services
LPCN;Lipocine Inc.;12.4;$226.34M;n/a;Health Care;Major Pharmaceuticals
LQDT;Liquidity Services, Inc.;6.63;$202.55M;2006;Miscellaneous;Business Services
LFUS;Littelfuse, Inc.;107.28;$2.39B;n/a;Consumer Durables;Electrical Products
LIVN;LivaNova PLC;60.09;$2.93B;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
LOB;Live Oak Bancshares, Inc.;14;$478.39M;2015;Finance;Major Banks
LIVE;Live Ventures Incorporated;1.87;$31.61M;n/a;Technology;EDP Services
LPSN;LivePerson, Inc.;7.08;$405.74M;2000;Technology;Computer Software: Prepackaged Software
LKQ;LKQ Corporation;28.84;$8.81B;n/a;Consumer Services;Motor Vehicles
LMFA;LM Funding America, Inc.;9;n/a;2015;Finance;Finance: Consumer Services
LMFAW;LM Funding America, Inc.;1.14;n/a;2015;Finance;Finance: Consumer Services
LMIA;LMI Aerospace, Inc.;9.88;$130.98M;1998;Capital Goods;Military/Government/Technical
LOGI;Logitech International S.A.;15.04;$2.44B;1997;Technology;Computer peripheral equipment
LOGM;LogMein, Inc.;68.6;$1.72B;2009;Technology;Computer Software: Prepackaged Software
LOJN;LoJack Corporation;5.19;$100.13M;n/a;Consumer Durables;Telecommunications Equipment
EVAR;Lombard Medical, Inc.;1.36;$22.01M;2014;Health Care;Medical/Dental Instruments
CNCR;Loncar Cancer Immunotherapy ETF;28.26;n/a;n/a;n/a;n/a
LORL;Loral Space and Communications, Inc.;38.81;$1.2B;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
LOXO;Loxo Oncology, Inc.;31.82;$530.99M;2014;Health Care;Major Pharmaceuticals
LPTN;Lpath, Inc.;0.2398;$7.77M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
LPLA;LPL Financial Holdings Inc.;42.11;$4B;2010;Finance;Investment Bankers/Brokers/Service
LRAD;LRAD Corporation;1.78;$57.2M;n/a;Consumer Non-Durables;Consumer Electronics/Appliances
LYTS;LSI Industries Inc.;11.91;$292.54M;1985;Consumer Durables;Building Products
LULU;lululemon athletica inc.;53.15;$6.84B;2007;Consumer Non-Durables;Apparel
LITE;Lumentum Holdings Inc.;20.78;$1.23B;n/a;Consumer Durables;Telecommunications Equipment
LMNX;Luminex Corporation;21.68;$933.58M;2000;Health Care;Medical/Dental Instruments
LMOS;Lumos Networks Corp.;11.86;$272.42M;n/a;Public Utilities;Telecommunications Equipment
LUNA;Luna Innovations Incorporated;1;$27.64M;2006;Health Care;Biotechnology: Commercial Physical & Biological Resarch
MBTF;M B T Financial Corp;6.55;$149.11M;n/a;Finance;Major Banks
MTSI;M/A-COM Technology Solutions Holdings, Inc.;39.77;$2.11B;2012;Technology;Semiconductors
MCBC;Macatawa Bank Corporation;5.94;$201.17M;n/a;Finance;Major Banks
MFNC;Mackinac Financial Corporation;11.21;$69.7M;n/a;Finance;Major Banks
MCUR;MACROCURE LTD.;1.29;$22M;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
MGNX;MacroGenics, Inc.;30.76;$1.06B;2013;Health Care;Major Pharmaceuticals
MAGS;Magal Security Systems Ltd.;4.22;$69.12M;1993;Consumer Durables;Telecommunications Equipment
MGLN;Magellan Health, Inc.;61.47;$1.57B;n/a;Health Care;Hospital/Nursing Management
MPET;Magellan Petroleum Corporation;0.5327;$3.04M;n/a;Energy;Oil & Gas Production
MGIC;Magic Software Enterprises Ltd.;5.56;$245.61M;1991;Technology;Computer Software: Prepackaged Software
CALL;magicJack VocalTec Ltd;10.16;$160.03M;n/a;Public Utilities;Telecommunications Equipment
MNGA;MagneGas Corporation;1.67;$68.83M;n/a;Technology;Industrial Machinery/Components
MGYR;Magyar Bancorp, Inc.;10.12;$58.89M;n/a;Finance;Savings Institutions
MHLD;Maiden Holdings, Ltd.;15.1;$1.11B;n/a;Finance;Property-Casualty Insurers
MHLDO;Maiden Holdings, Ltd.;52.7085;$173.94M;n/a;Finance;Property-Casualty Insurers
MSFG;MainSource Financial Group, Inc.;22.82;$492.4M;n/a;Finance;Major Banks
COOL;Majesco Entertainment Company;1.0442;$10.09M;n/a;Technology;Computer Software: Prepackaged Software
MMYT;MakeMyTrip Limited;17.85;$749.47M;2010;Consumer Services;Transportation Services
MBUU;Malibu Boats, Inc.;16.11;$288.08M;2014;Capital Goods;Marine Transportation
MLVF;Malvern Bancorp, Inc.;17.3;$113.46M;n/a;Finance;Banks
MAMS;MAM Software Group, Inc.;6.9;$99.6M;n/a;Technology;Computer Software: Prepackaged Software
MANH;Manhattan Associates, Inc.;69.11;$5.05B;1998;Technology;Computer Software: Prepackaged Software
LOAN;Manhattan Bridge Capital, Inc;4.5;$32.54M;n/a;Consumer Services;Real Estate Investment Trusts
MNTX;Manitex International, Inc.;6.11;$97.85M;n/a;Technology;Industrial Machinery/Components
MTEX;Mannatech, Incorporated;19.32;$51.8M;n/a;Consumer Durables;Specialty Chemicals
MNKD;MannKind Corporation;1.5;$614.23M;2004;Health Care;Major Pharmaceuticals
MANT;ManTech International Corporation;30.71;$1.15B;2002;Consumer Services;Other Consumer Services
MAPI;Mapi - Pharma Ltd.;n/a;n/a;n/a;n/a;n/a
MARA;Marathon Patent Group, Inc.;1.6;$23.79M;n/a;Miscellaneous;Multi-Sector Companies
MCHX;Marchex, Inc.;3.76;$158.16M;2004;Miscellaneous;Business Services
MARPS;Marine Petroleum Trust;4.22;$8.44M;n/a;Energy;Oil & Gas Production
MRNS;Marinus Pharmaceuticals, Inc.;7.61;$109.09M;2014;Health Care;Major Pharmaceuticals
MKTX;MarketAxess Holdings, Inc.;104.8;$3.91B;2004;Finance;Investment Bankers/Brokers/Service
MKTO;Marketo, Inc.;28.46;$1.23B;2013;Technology;Computer Software: Prepackaged Software
MRKT;Markit Ltd.;29.14;$5.97B;2014;Finance;Investment Bankers/Brokers/Service
MRLN;Marlin Business Services Corp.;16.32;$203.04M;2003;Finance;Major Banks
MAR;Marriott International;68.49;$17.61B;n/a;Consumer Services;Hotels/Resorts
MBII;Marrone Bio Innovations, Inc.;1.24;$30.34M;2013;Basic Industries;Agricultural Chemicals
MRTN;Marten Transport, Ltd.;17.11;$575.31M;1986;Transportation;Trucking Freight/Courier Services
MMLP;Martin Midstream Partners L.P.;20.21;$716.58M;2002;Energy;Oil Refining/Marketing
MRVL;Marvell Technology Group Ltd.;8.68;$4.49B;2000;Technology;Semiconductors
MASI;Masimo Corporation;40.45;$2.03B;2007;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
MTCH;Match Group, Inc.;13.91;$3.38B;2015;Technology;Computer Software: Programming, Data Processing
MTLS;Materialise NV;7.31;$344.65M;2014;Technology;Computer Software: Prepackaged Software
MTRX;Matrix Service Company;20.67;$548.55M;1990;Basic Industries;Engineering & Construction
MAT;Mattel, Inc.;27.02;$9.17B;n/a;Consumer Non-Durables;Recreational Products/Toys
MATR;Mattersight Corporation;6.49;$167.49M;n/a;Technology;EDP Services
MATW;Matthews International Corporation;55.4;$1.82B;1994;Capital Goods;Metal Fabrications
MFRM;Mattress Firm Holding Corp.;44.65;$1.57B;2011;Consumer Services;Other Specialty Stores
MTSN;Mattson Technology, Inc.;3.54;$266.26M;1994;Technology;Industrial Machinery/Components
MXIM;Maxim Integrated Products, Inc.;37.305;$10.6B;1988;Technology;Semiconductors
MXWL;Maxwell Technologies, Inc.;6.97;$221.59M;n/a;Miscellaneous;Industrial Machinery/Components
MZOR;Mazor Robotics Ltd.;9.95;$210.32M;n/a;Health Care;Medical/Dental Instruments
MBFI;MB Financial Inc.;32.58;$2.4B;n/a;Finance;Major Banks
MBFIP;MB Financial Inc.;26.75;$107M;n/a;Finance;Major Banks
MCFT;MCBC Holdings, Inc.;14.07;$253.25M;2015;Capital Goods;Marine Transportation
MGRC;McGrath RentCorp;26.85;$641.32M;1984;Technology;Diversified Commercial Services
MDCA;MDC Partners Inc.;21.55;$1.08B;n/a;Technology;Advertising
MCOX;Mecox Lane Limited;3.73;$48.51M;2010;Consumer Non-Durables;Apparel
TAXI;Medallion Financial Corp.;6.95;$169.21M;1996;Finance;Finance: Consumer Services
MDAS;MedAssets, Inc.;30.89;$1.83B;2007;Technology;Computer Software: Prepackaged Software
MTBC;Medical Transcription Billing, Corp.;1.202;$13.3M;2014;Technology;Computer Software: Prepackaged Software
MTBCP;Medical Transcription Billing, Corp.;25.49;n/a;n/a;Technology;Computer Software: Prepackaged Software
MNOV;MediciNova, Inc.;3.47;$103.95M;n/a;Health Care;Major Pharmaceuticals
MDSO;Medidata Solutions, Inc.;48.86;$2.71B;2009;Technology;Computer Software: Prepackaged Software
MDGS;Medigus Ltd.;3.03;$15.15M;n/a;Health Care;Medical/Dental Instruments
MDVN;Medivation, Inc.;46.87;$7.67B;n/a;Health Care;Major Pharmaceuticals
MDWD;MediWound Ltd.;9.21;$201.24M;2014;Consumer Durables;Specialty Chemicals
MDVX;Medovex Corp.;1.13;$12.71M;2015;Health Care;Medical/Dental Instruments
MDVXW;Medovex Corp.;0.07;n/a;2015;Health Care;Medical/Dental Instruments
MEET;MeetMe, Inc.;3.1;$141.49M;n/a;Consumer Services;Advertising
MEIP;MEI Pharma, Inc.;1.75;$59.77M;n/a;Health Care;Major Pharmaceuticals
MELA;MELA Sciences, Inc;1.13;$11.51M;2005;Health Care;Medical/Dental Instruments
MPEL;Melco Crown Entertainment Limited;16.56;$9.02B;2006;Consumer Services;Hotels/Resorts
MLNX;Mellanox Technologies, Ltd.;42.38;$1.98B;2007;Technology;Semiconductors
MELR;Melrose Bancorp, Inc.;15.02;$42.5M;2014;Finance;Major Banks
MEMP;Memorial Production Partners LP;1.81;$150.27M;2011;Energy;Oil & Gas Production
MRD;Memorial Resource Development Corp.;14.31;$2.94B;2014;Energy;Oil & Gas Production
MENT;Mentor Graphics Corporation;18.23;$2.14B;1984;Technology;EDP Services
MTSL;MER Telemanagement Solutions Ltd.;0.8603;$6.92M;1997;Public Utilities;Telecommunications Equipment
MELI;MercadoLibre, Inc.;111.77;$4.94B;2007;Miscellaneous;Business Services
MBWM;Mercantile Bank Corporation;24.96;$406M;1998;Finance;Major Banks
MERC;Mercer International Inc.;9.26;$597.29M;n/a;Basic Industries;Paper
MBVT;Merchants Bancshares, Inc.;31.19;$197.74M;n/a;Finance;Major Banks
MRCY;Mercury Systems Inc;18.85;$655.06M;1998;Capital Goods;Electrical Products
EBSB;Meridian Bancorp, Inc.;14.1;$776.36M;n/a;Finance;Major Banks
VIVO;Meridian Bioscience Inc.;20.3;$849.47M;1986;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
MMSI;Merit Medical Systems, Inc.;18.85;$833.2M;n/a;Health Care;Medical/Dental Instruments
MACK;Merrimack Pharmaceuticals, Inc.;7.62;$880.67M;2012;Health Care;Major Pharmaceuticals
MSLI;Merus Labs International Inc.;1.35;$138.11M;n/a;Health Care;Major Pharmaceuticals
MLAB;Mesa Laboratories, Inc.;91.2;$328.66M;n/a;Capital Goods;Industrial Machinery/Components
MESO;Mesoblast Limited;6.29;$478.16M;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CASH;Meta Financial Group, Inc.;44.71;$367.52M;1993;Finance;Savings Institutions
MBLX;Metabolix, Inc.;1.58;$43.18M;2006;Basic Industries;Containers/Packaging
MEOH;Methanex Corporation;32.72;$2.93B;n/a;Basic Industries;Major Chemicals
MEIL;METHES ENERGIES INTERNATIONAL LTD;0.37;$5.13M;2012;Basic Industries;Major Chemicals
MEILW;METHES ENERGIES INTERNATIONAL LTD;0.0114;n/a;2012;Basic Industries;Major Chemicals
MEILZ;METHES ENERGIES INTERNATIONAL LTD;0.013;n/a;2012;Basic Industries;Major Chemicals
METR;Metro Bancorp, Inc;31.55;$446.82M;n/a;Finance;Major Banks
MFRI;MFRI, Inc.;6.22;$45.33M;1989;Capital Goods;Pollution Control Equipment
MGCD;MGC Diagnostics Corporation;6.63;$28.58M;n/a;Health Care;Medical/Dental Instruments
MGEE;MGE Energy Inc.;45.29;$1.57B;n/a;Energy;Electric Utilities: Central
MGPI;MGP Ingredients, Inc.;24.02;$400.7M;n/a;Consumer Non-Durables;Beverages (Production/Distribution)
MCHP;Microchip Technology Incorporated;47.17;$9.58B;1993;Technology;Semiconductors
MU;Micron Technology, Inc.;14.61;$15.86B;n/a;Technology;Semiconductors
MICT;Micronet Enertec Technologies, Inc.;2.0336;$11.93M;n/a;Capital Goods;Electrical Products
MICTW;Micronet Enertec Technologies, Inc.;0.24;n/a;n/a;Capital Goods;Electrical Products
MSCC;Microsemi Corporation;32.32;$3.11B;n/a;Technology;Semiconductors
MSFT;Microsoft Corporation;55.35;$442.13B;1986;Technology;Computer Software: Prepackaged Software
MSTR;MicroStrategy Incorporated;177.14;$2.01B;1998;Technology;Computer Software: Prepackaged Software
MVIS;Microvision, Inc.;2.87;$135.56M;1996;Capital Goods;Industrial Machinery/Components
MPB;Mid Penn Bancorp;16.04;$67.78M;n/a;Finance;Major Banks
MTP;Midatech Pharma PLC;4.24;$70.47M;n/a;Health Care;Major Pharmaceuticals
MCEP;Mid-Con Energy Partners, LP;1.3;$38.64M;2011;Energy;Oil & Gas Production
MBRG;Middleburg Financial Corporation;18.51;$132.58M;n/a;Finance;Major Banks
MBCN;Middlefield Banc Corp.;33.21;$62.21M;n/a;Finance;Major Banks
MSEX;Middlesex Water Company;27.46;$445.16M;n/a;Public Utilities;Water Supply
MOFG;MidWestOne Financial Group, Inc.;30.49;$347.78M;n/a;Finance;Major Banks
MIME;Mimecast Limited;9.89;$534.09M;2015;Technology;Computer Software: Prepackaged Software
MDXG;MiMedx Group, Inc;9.46;$1.03B;n/a;Health Care;Medical/Dental Instruments
MNDO;MIND C.T.I. Ltd.;2.51;$48.18M;n/a;Technology;EDP Services
MB;MINDBODY, Inc.;14.99;$587.78M;2015;Technology;EDP Services
NERV;Minerva Neurosciences, Inc;6.06;$149.81M;2014;Health Care;Major Pharmaceuticals
MRTX;Mirati Therapeutics, Inc.;33.5;$645.41M;n/a;Health Care;Major Pharmaceuticals
MIRN;Mirna Therapeutics, Inc.;6.69;$139.36M;2015;Health Care;Major Pharmaceuticals
MSON;MISONIX, Inc.;9.3299;$72.65M;1992;Capital Goods;Medical Specialities
MIND;Mitcham Industries, Inc.;3.12;$37.72M;1994;Technology;Diversified Commercial Services
MITK;Mitek Systems, Inc.;4.16;$132.52M;n/a;Technology;Computer peripheral equipment
MITL;Mitel Networks Corporation;7.69;$925.32M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
MKSI;MKS Instruments, Inc.;36.82;$1.96B;1999;Capital Goods;Industrial Machinery/Components
MMAC;MMA Capital Management, LLC;13.16;$86.23M;n/a;Finance;Real Estate
MINI;Mobile Mini, Inc.;30.78;$1.38B;1994;Capital Goods;Metal Fabrications
MOBL;MobileIron, Inc.;3.92;$314.8M;2014;Technology;Computer Software: Prepackaged Software
MOCO;MOCON, Inc.;14.5399;$83.73M;n/a;Capital Goods;Industrial Machinery/Components
MDSY;ModSys International Ltd.;2.1;$37.67M;n/a;Technology;EDP Services
MLNK;ModusLink Global Solutions, Inc;2.47;$129.26M;n/a;Miscellaneous;Business Services
MOKO;Moko Social Media Ltd.;0.72;$13.6M;2014;Technology;Computer Software: Programming, Data Processing
MOLG;MOL Global, Inc.;0.8801;$59.41M;2014;Miscellaneous;Business Services
MNTA;Momenta Pharmaceuticals, Inc.;16.31;$1.13B;2004;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
MOMO;Momo Inc.;16.46;$3.14B;2014;Technology;Computer Software: Prepackaged Software
MCRI;Monarch Casino & Resort, Inc.;22.4;$380.38M;1993;Consumer Services;Hotels/Resorts
MNRK;Monarch Financial Holdings, Inc.;17.71;$231M;n/a;Finance;Major Banks
MDLZ;Mondelez International, Inc.;44.71;$71.05B;n/a;Consumer Non-Durables;Packaged Foods
MGI;Moneygram International, Inc.;6.95;$369.8M;n/a;Miscellaneous;Business Services
MPWR;Monolithic Power Systems, Inc.;64.53;$2.55B;2004;Technology;Semiconductors
TYPE;Monotype Imaging Holdings Inc.;23.59;$941.38M;2007;Technology;EDP Services
MNRO;Monro Muffler Brake, Inc.;64.36;$2.06B;1991;Consumer Services;Automotive Aftermarket
MRCC;Monroe Capital Corporation;12.78;$164.4M;2012;n/a;n/a
MNST;Monster Beverage Corporation;147.495;$29.9B;n/a;Consumer Non-Durables;Beverages (Production/Distribution)
MHGC;Morgans Hotel Group Co.;3.4;$118.03M;2006;Consumer Services;Hotels/Resorts
MORN;Morningstar, Inc.;80.54;$3.56B;2005;Finance;Investment Managers
MOSY;MoSys, Inc.;1.26;$82.52M;2001;Technology;Semiconductors
MPAA;Motorcar Parts of America, Inc.;35.75;$654.79M;n/a;Capital Goods;Auto Parts:O.E.M.
MDM;Mountain Province Diamonds Inc.;2.8;$447.1M;n/a;Basic Industries;Precious Metals
MRVC;MRV Communications, Inc.;12.17;$84.94M;1992;Technology;Semiconductors
MSBF;MSB Financial Corp.;12.39;$73.77M;n/a;Finance;Savings Institutions
MSG;MSG Networks Inc.;160.3;$4B;2015;Consumer Services;Television Services
MTSC;MTS Systems Corporation;62.2;$922.75M;n/a;Capital Goods;Industrial Machinery/Components
MDIV;Multi-Asset Diversified Income Index Fund;18.16;$916.17M;n/a;n/a;n/a
LABL;Multi-Color Corporation;63.435;$1.07B;1987;Miscellaneous;Publishing
MFLX;Multi-Fineline Electronix, Inc.;21.83;$532.55M;2004;Technology;Electrical Products
MFSF;MutualFirst Financial Inc.;24.42;$180.59M;n/a;Finance;Major Banks
MYL;Mylan N.V.;54.19;$26.65B;n/a;Health Care;Major Pharmaceuticals
MYOK;MyoKardia, Inc.;14.09;$381.18M;2015;Health Care;Major Pharmaceuticals
MYOS;MYOS Corporation;2.272;$7.55M;n/a;Health Care;Major Pharmaceuticals
MYRG;MYR Group, Inc.;20.35;$419.55M;n/a;Basic Industries;Water Supply
MYGN;Myriad Genetics, Inc.;43.32;$3.02B;1995;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV;Nabriva Therapeutics AG;9.16;$193.84M;2015;Health Care;Major Pharmaceuticals
NAKD;Naked Brand Group Inc.;3.9;$6.84M;n/a;Consumer Non-Durables;Apparel
NANO;Nanometrics Incorporated;15.73;$380.48M;1984;Capital Goods;Industrial Machinery/Components
NSPH;Nanosphere, Inc.;0.75;$6.18M;2007;Health Care;Medical/Dental Instruments
NSTG;NanoString Technologies, Inc.;14.74;$287.53M;2013;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NK;NantKwest, Inc.;16.22;$1.32B;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NSSC;NAPCO Security Technologies, Inc.;5.76;$109.16M;n/a;Consumer Durables;Telecommunications Equipment
NDAQ;Nasdaq, Inc.;58.02;$9.53B;n/a;Finance;Investment Bankers/Brokers/Service
NTRA;Natera, Inc.;11.21;$560.46M;2015;Health Care;Medical Specialities
NATH;Nathan&#39;;;;;
NAUH;National American University Holdings, Inc.;2.1916;$55.19M;n/a;Consumer Services;Other Consumer Services
NKSH;National Bankshares, Inc.;36;$250.42M;n/a;Finance;Major Banks
FIZZ;National Beverage Corp.;46.59;$2.16B;n/a;Consumer Non-Durables;Beverages (Production/Distribution)
NCMI;National CineMedia, Inc.;15.32;$942.12M;2007;Consumer Services;Advertising
NCOM;National Commerce Corporation;24.99;$269.33M;2015;Finance;Major Banks
NGHC;National General Holdings Corp;22;$2.32B;n/a;Finance;Property-Casualty Insurers
NGHCO;National General Holdings Corp;25.43;n/a;n/a;Finance;Property-Casualty Insurers
NGHCP;National General Holdings Corp;25.461;$56.01M;n/a;Finance;Property-Casualty Insurers
NGHCZ;National General Holdings Corp;24.1599;n/a;n/a;Finance;Property-Casualty Insurers
NHLD;National Holdings Corporation;2.74;$34.1M;n/a;Finance;Investment Bankers/Brokers/Service
NATI;National Instruments Corporation;28.91;$3.68B;1995;Technology;Computer Software: Prepackaged Software
NATL;National Interstate Corporation;27.67;$550.69M;2005;Finance;Property-Casualty Insurers
NPBC;National Penn Bancshares, Inc.;12.21;$1.71B;n/a;Finance;Major Banks
NRCIA;National Research Corporation;16.43;$399.31M;n/a;Health Care;Biotechnology: Commercial Physical & Biological Resarch
NRCIB;National Research Corporation;36.88;$896.31M;n/a;Health Care;Biotechnology: Commercial Physical & Biological Resarch
NSEC;National Security Group, Inc.;14.8;$37.18M;n/a;Finance;Life Insurance
NWLI;National Western Life Group, Inc.;255.3;$979.37M;n/a;Finance;Life Insurance
NAII;Natural Alternatives International, Inc.;9.29;$63.05M;n/a;Consumer Durables;Specialty Chemicals
NHTC;Natural Health Trends Corp.;46.8;$572.81M;n/a;Consumer Durables;Consumer Specialties
NATR;Nature&#39;;;;;
BABY;Natus Medical Incorporated;48.67;$1.61B;2001;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVSL;Naugatuck Valley Financial Corporation;10.95;$76.67M;n/a;Finance;Savings Institutions
NAVI;Navient Corporation;11.7;$4.24B;n/a;Finance;Investment Bankers/Brokers/Service
NBCP;NB Capital Acquisition Corp.;n/a;n/a;n/a;n/a;n/a
NBTB;NBT Bancorp Inc.;28.19;$1.22B;n/a;Finance;Major Banks
NCIT;NCI, Inc.;13.63;$182.04M;2005;Technology;EDP Services
NKTR;Nektar Therapeutics;17.02;$2.27B;n/a;Health Care;Major Pharmaceuticals
NEOG;Neogen Corporation;56.84;$2.12B;1989;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO;NeoGenomics, Inc.;8.1;$488.84M;n/a;Health Care;Precision Instruments
NEON;Neonode Inc.;2.65;$115.87M;n/a;Capital Goods;Industrial Machinery/Components
NEOS;Neos Therapeutics, Inc.;13.15;$209.64M;2015;Health Care;Major Pharmaceuticals
NEOT;Neothetics, Inc.;1.38;$18.95M;2014;Health Care;Major Pharmaceuticals
NVCN;Neovasc Inc.;3.58;$238.69M;n/a;Health Care;Medical/Dental Instruments
NRX;NephroGenex, Inc.;1.65;$21.36M;2014;Health Care;Major Pharmaceuticals
NEPT;Neptune Technologies & Bioresources Inc;0.9748;$73.47M;n/a;Health Care;Major Pharmaceuticals
UEPS;Net 1 UEPS Technologies, Inc.;13.64;$645.48M;2005;Finance;Investment Bankers/Brokers/Service
NETE;Net Element, Inc.;0.2345;$18.76M;n/a;Technology;EDP Services
NTAP;NetApp, Inc.;26.23;$7.67B;1995;Technology;Electronic Components
NTES;NetEase, Inc.;181.42;$23.72B;n/a;Miscellaneous;Business Services
NFLX;Netflix, Inc.;116.24;$49.68B;2002;Consumer Services;Consumer Electronics/Video Chains
NTGR;NETGEAR, Inc.;42.86;$1.35B;2003;Public Utilities;Telecommunications Equipment
NLST;Netlist, Inc.;0.814;$40.99M;2006;Technology;Semiconductors
NTCT;NetScout Systems, Inc.;30.25;$3B;1999;Technology;EDP Services
NTWK;NetSol Technologies Inc.;7.69;$79.38M;n/a;Technology;Computer Software: Prepackaged Software
CUR;Neuralstem, Inc.;1.14;$104.64M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NBIX;Neurocrine Biosciences, Inc.;51.15;$4.41B;1996;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NDRM;NeuroDerm Ltd.;16.25;$349.98M;2014;Health Care;Major Pharmaceuticals
NURO;NeuroMetrix, Inc.;2.43;$2.09M;2004;Health Care;Medical/Dental Instruments
NUROW;NeuroMetrix, Inc.;0.59;n/a;n/a;Health Care;Medical/Dental Instruments
NSIG;NeuroSigma, Inc.;n/a;n/a;n/a;n/a;n/a
NYMT;New York Mortgage Trust, Inc.;5.85;$640M;n/a;Consumer Services;Real Estate Investment Trusts
NYMTO;New York Mortgage Trust, Inc.;19.02;n/a;n/a;Consumer Services;Real Estate Investment Trusts
NYMTP;New York Mortgage Trust, Inc.;19.02;n/a;n/a;Finance;Finance: Consumer Services
NBBC;NewBridge Bancorp;12.26;$479.08M;n/a;Finance;Major Banks
NLNK;NewLink Genetics Corporation;35.52;$1.02B;2011;Health Care;Major Pharmaceuticals
NEWP;Newport Corporation;16.28;$628.03M;n/a;Capital Goods;Medical Specialities
NWS;News Corporation;13.85;$8.05B;n/a;Consumer Services;Newspapers/Magazines
NWSA;News Corporation;13.31;$7.74B;n/a;Consumer Services;Newspapers/Magazines
NEWS;NewStar Financial, Inc.;8.44;$387.25M;2006;Finance;Finance: Consumer Services
NEWT;Newtek Business Services Corp.;13.66;$172.84M;n/a;n/a;n/a
NEWTZ;Newtek Business Services Corp.;25.3088;n/a;n/a;n/a;n/a
NXST;Nexstar Broadcasting Group, Inc.;56.02;$1.72B;2003;Consumer Services;Broadcasting
NVET;Nexvet Biopharma plc;3.83;$43.88M;2015;Health Care;Major Pharmaceuticals
NFEC;NF Energy Saving Corporation;0.85;$5.57M;n/a;Capital Goods;Metal Fabrications
EGOV;NIC Inc.;19.97;$1.31B;1999;Miscellaneous;Business Services
NICE;NICE-Systems Limited;57.15;$3.39B;n/a;Technology;Computer Manufacturing
NICK;Nicholas Financial, Inc.;11.7;$90.29M;n/a;Finance;Finance Companies
NIHD;NII Holdings, Inc.;4.94;$497.82M;n/a;Public Utilities;Telecommunications Equipment
NVLS;Nivalis Therapeutics, Inc.;8.81;$136.13M;2015;Health Care;Major Pharmaceuticals
NMIH;NMI Holdings Inc;6.97;$409.44M;2013;Finance;Property-Casualty Insurers
NNBR;NN, Inc.;15.23;$408.75M;1994;Capital Goods;Metal Fabrications
NDLS;Noodles & Company;10.96;$303.68M;2013;Consumer Services;Restaurants
NDSN;Nordson Corporation;64.52;$3.68B;n/a;Capital Goods;Industrial Machinery/Components
NSYS;Nortech Systems Incorporated;3.98;$10.93M;n/a;Capital Goods;Industrial Machinery/Components
NTK;Nortek Inc.;43.47;$707M;n/a;Consumer Durables;Home Furnishings
NBN;Northeast Bancorp;10.49;$100.52M;n/a;Finance;Major Banks
NECB;Northeast Community Bancorp, Inc.;7.1;$86.79M;n/a;Finance;Savings Institutions
NTIC;Northern Technologies International Corporation;13.98;$63.45M;n/a;Capital Goods;Industrial Specialties
NTRS;Northern Trust Corporation;72.04;$16.66B;n/a;Finance;Major Banks
NTRSP;Northern Trust Corporation;26.63;$426.08M;n/a;Finance;Major Banks
NFBK;Northfield Bancorp, Inc.;16.18;$737.25M;n/a;Finance;Savings Institutions
NRIM;Northrim BanCorp Inc;26.44;$181.46M;n/a;Finance;Savings Institutions
NWBI;Northwest Bancshares, Inc.;13.33;$1.36B;2009;Finance;Major Banks
NWBO;Northwest Biotherapeutics, Inc.;4.45;$410.99M;2012;Health Care;Major Pharmaceuticals
NWBOW;Northwest Biotherapeutics, Inc.;2.05;n/a;n/a;Health Care;Major Pharmaceuticals
NWPX;Northwest Pipe Company;10.22;$97.75M;1995;Basic Industries;Steel/Iron Ore
NCLH;Norwegian Cruise Line Holdings Ltd.;58.84;$13.5B;2013;Consumer Services;Marine Transportation
NWFL;Norwood Financial Corp.;28.235;$104.04M;n/a;Finance;Major Banks
NVFY;Nova Lifestyle, Inc;1.97;$47.45M;n/a;Consumer Durables;Home Furnishings
NVMI;Nova Measuring Instruments Ltd.;10.43;$285.66M;2000;Capital Goods;Electronic Components
NVDQ;Novadaq Technologies Inc;13.38;$751.94M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
