SYMBOL;Name;LastSale;MarketCap;IPOyear;Sector;industry
AUBN;Auburn National Bancorporation, Inc.;28.5;$103.84M;n/a;Finance;Major Banks
AUDC;AudioCodes Ltd.;4.15;$172.89M;1999;Public Utilities;Telecommunications Equipment
AUPH;Aurinia Pharmaceuticals Inc;2.51;$81.04M;n/a;Health Care;Major Pharmaceuticals
EARS;Auris Medical Holding AG;3.3201;$113.86M;2014;Health Care;Major Pharmaceuticals
ADAT;Authentidate Holding Corp.;0.8693;$37.17M;n/a;Technology;EDP Services
ABTL;Autobytel Inc.;20.72;$217.55M;1999;Technology;Computer Software: Programming, Data Processing
ADSK;Autodesk, Inc.;60.985;$13.74B;n/a;Technology;Computer Software: Prepackaged Software
AGMX;AutoGenomics, Inc.;n/a;n/a;n/a;n/a;n/a
ADP;Automatic Data Processing, Inc.;84.86;$39.14B;n/a;Technology;EDP Services
AVGO;Avago Technologies Limited;145.1;$40.12B;2009;Technology;Semiconductors
AAVL;Avalanche Biotechnologies, Inc.;9.27;$238.79M;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
AVNU;Avenue Financial Holdings, Inc.;13.36;$137.63M;2015;Finance;Major Banks
AVEO;AVEO Pharmaceuticals, Inc.;1.19;$69.23M;2010;Health Care;Major Pharmaceuticals
AVNW;Aviat Networks, Inc.;0.805;$50.32M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
AVID;Avid Technology, Inc.;6.26;$247.3M;1993;Miscellaneous;Industrial Machinery/Components
AVGR;Avinger, Inc.;20.21;$255.09M;2015;Health Care;Medical/Dental Instruments
CAR;Avis Budget Group, Inc.;35.94;$3.61B;n/a;Consumer Services;Rental/Leasing Companies
AWRE;Aware, Inc.;3.2;$73.38M;1996;Technology;Computer Software: Prepackaged Software
ACLS;Axcelis Technologies, Inc.;2.67;$308.95M;2000;Technology;Industrial Machinery/Components
AXPW;Axion Power International, Inc.;0.94;$3.7M;n/a;Miscellaneous;Industrial Machinery/Components
AXPWW;Axion Power International, Inc.;0.47;n/a;n/a;Miscellaneous;Industrial Machinery/Components
AXGN;AxoGen, Inc.;5.04;$150.62M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXSM;Axsome Therapeutics, Inc.;9.15;$175.1M;2015;Health Care;Major Pharmaceuticals
AXTI;AXT Inc;2.5;$81.35M;1998;Technology;Semiconductors
BCOM;B Communications Ltd.;26.25;$784.88M;n/a;Consumer Services;Telecommunications Equipment
RILY;B. Riley Financial, Inc.;9.9;$161.58M;n/a;Miscellaneous;Business Services
BOSC;B.O.S. Better Online Solutions;1.89;$44.46M;n/a;Technology;Computer Communications Equipment
BEAV;B/E Aerospace, Inc.;41.89;$4.38B;1990;Consumer Durables;Industrial Specialties
BIDU;Baidu, Inc.;197.03;$68.1B;2005;Technology;Computer Software: Programming, Data Processing
BCPC;Balchem Corporation;61.87;$1.95B;n/a;Basic Industries;Major Chemicals
BWINA;Baldwin & Lyons, Inc.;23.79;$357.34M;n/a;Finance;Property-Casualty Insurers
BWINB;Baldwin & Lyons, Inc.;24.39;$366.36M;n/a;Finance;Property-Casualty Insurers
BLDP;Ballard Power Systems, Inc.;1.35;$211.62M;n/a;Energy;Industrial Machinery/Components
BANF;BancFirst Corporation;57.78;$901.21M;1993;Finance;Major Banks
BANFP;BancFirst Corporation;26.5715;$26.57M;n/a;Finance;Major Banks
BKMU;Bank Mutual Corporation;7.84;$356.61M;n/a;Finance;Savings Institutions
BOCH;Bank of Commerce Holdings (CA);6.59;$88.13M;n/a;Finance;Major Banks
BMRC;Bank of Marin Bancorp;53.34;$323.37M;n/a;Finance;Major Banks
BKSC;Bank of South Carolina Corp.;16.87;$82.94M;n/a;Finance;Major Banks
BOTJ;Bank of the James Financial Group, Inc.;13;$43.83M;n/a;Finance;Major Banks
OZRK;Bank of the Ozarks;48.06;$4.24B;1997;Finance;Major Banks
BFIN;BankFinancial Corporation;12.96;$265.71M;n/a;Finance;Savings Institutions
BWFG;Bankwell Financial Group, Inc.;19.52;$142.53M;2014;Finance;Major Banks
BANR;Banner Corporation;46.6;$1.6B;n/a;Finance;Major Banks
BZUN;Baozun Inc.;8.82;$443.28M;2015;Consumer Services;Catalog/Specialty Distribution
TAPR;Barclays Plc;31.5;n/a;n/a;Finance;Commercial Banks
BHAC;Barington/Hilco Acquisition Corp.;9.86;$55.82M;2015;Finance;Business Services
BHACR;Barington/Hilco Acquisition Corp.;0.25;n/a;2015;Finance;Business Services
BHACU;Barington/Hilco Acquisition Corp.;10.1401;n/a;2015;Finance;Business Services
BHACW;Barington/Hilco Acquisition Corp.;0.12;n/a;2015;Finance;Business Services
BBSI;Barrett Business Services, Inc.;42.77;$308.03M;1993;Technology;Professional Services
BSET;Bassett Furniture Industries, Incorporated;25.76;$281.66M;n/a;Consumer Durables;Home Furnishings
BYBK;Bay Bancorp, Inc.;5.03;$55.56M;n/a;Finance;Major Banks
BYLK;Baylake Corp;14.42;$134.4M;n/a;Finance;Major Banks
BV;Bazaarvoice, Inc.;4.65;$378.15M;2012;Technology;Computer Software: Prepackaged Software
BBCN;BBCN Bancorp, Inc.;17.29;$1.38B;n/a;Finance;Major Banks
BCBP;BCB Bancorp, Inc. (NJ);10.7;$116.01M;2005;Finance;Savings Institutions
BECN;Beacon Roofing Supply, Inc.;41.32;$2.43B;2004;Consumer Services;RETAIL: Building Materials
BSF;Bear State Financial, Inc.;10.55;$400.48M;n/a;Finance;Major Banks
BBGI;Beasley Broadcast Group, Inc.;3.71;$86.23M;2000;Consumer Services;Broadcasting
BEBE;bebe stores, inc.;0.57;$45.53M;1998;Consumer Non-Durables;Apparel
BBBY;Bed Bath & Beyond Inc.;51.32;$8.56B;1992;Consumer Services;Home Furnishings
BELFA;Bel Fuse Inc.;15.16;$180.23M;n/a;Capital Goods;Electrical Products
BELFB;Bel Fuse Inc.;17.73;$210.79M;n/a;Capital Goods;Electrical Products
BLPH;Bellerophon Therapeutics, Inc.;2.89;$37.86M;2015;Health Care;Major Pharmaceuticals
BLCM;Bellicum Pharmaceuticals, Inc.;19.2;$508.82M;2014;Health Care;Major Pharmaceuticals
BNCL;Beneficial Bancorp, Inc.;13.36;$1.11B;n/a;Finance;Savings Institutions
BNFT;Benefitfocus, Inc.;37.985;$1.11B;2013;Technology;Computer Software: Prepackaged Software
BNTC;Benitec Biopharma Limited;4.25;$31.14M;2015;Health Care;Major Pharmaceuticals
BNTCW;Benitec Biopharma Limited;1.75;n/a;2015;Health Care;Major Pharmaceuticals
BGCP;BGC Partners, Inc.;9.59;$2.41B;n/a;Finance;Investment Bankers/Brokers/Service
BGFV;Big 5 Sporting Goods Corporation;10.42;$228.93M;2002;Consumer Services;Other Specialty Stores
BIND;BIND Therapeutics, Inc.;2.39;$49.67M;2013;Health Care;Major Pharmaceuticals
ORPN;Bio Blast Pharma Ltd.;4.4;$62.61M;2014;Health Care;Major Pharmaceuticals
BASI;Bioanalytical Systems, Inc.;1.55;$12.56M;1997;Health Care;Biotechnology: Commercial Physical & Biological Resarch
BCDA;BioCardia, Inc.;n/a;n/a;n/a;n/a;n/a
BIOC;Biocept, Inc.;1.59;$29.9M;2014;Health Care;Medical Specialities
BCRX;BioCryst Pharmaceuticals, Inc.;10.55;$773.7M;1994;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BIOD;Biodel Inc.;0.2794;$17.37M;2007;Health Care;Major Pharmaceuticals
BDSI;BioDelivery Sciences International, Inc.;4.75;$250.16M;n/a;Health Care;Major Pharmaceuticals
BIIB;Biogen Inc.;300.77;$67.04B;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BIOL;Biolase, Inc.;0.7467;$43.48M;n/a;Health Care;Medical/Dental Instruments
BLFS;BioLife Solutions, Inc.;2.29;$28.04M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX;BioLineRx Ltd.;1.35;$73.77M;n/a;Health Care;Major Pharmaceuticals
BMRN;BioMarin Pharmaceutical Inc.;104.35;$16.83B;1999;Health Care;Major Pharmaceuticals
BVXV;BiondVax Pharmaceuticals Ltd.;3.72;$12.56M;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW;BiondVax Pharmaceuticals Ltd.;0.71;n/a;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BPTH;Bio-Path Holdings, Inc.;1.19;$106.82M;n/a;Health Care;Major Pharmaceuticals
BIOS;BioScrip, Inc.;1.53;$105.18M;n/a;Health Care;Medical/Nursing Services
BBC;BioShares Biotechnology Clinical Trials Fund;29.1;$32.01M;n/a;n/a;n/a
BBP;BioShares Biotechnology Products Fund;30.57;$27.51M;n/a;n/a;n/a
BSTC;BioSpecifics Technologies Corp;45.99;$318.17M;n/a;Health Care;Major Pharmaceuticals
BSPM;Biostar Pharmaceuticals, Inc.;0.45;$6.96M;n/a;Health Care;Major Pharmaceuticals
BOTA;Biota Pharmaceuticals, Inc.;1.94;$74.96M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
TECH;Bio-Techne Corp;89.02;$3.31B;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BEAT;BioTelemetry, Inc.;11.86;$323.31M;2008;Health Care;Medical/Dental Instruments
BITI;Biotie Therapies Corp.;14.11;$172.54M;2015;Health Care;Major Pharmaceuticals
BDMS;Birner Dental Management Services, Inc.;9.41;$17.51M;1998;Health Care;Medical/Nursing Services
BJRI;BJ&#39;;;;;
BBOX;Black Box Corporation;10.01;$153.98M;n/a;Technology;Computer Communications Equipment
BDE;Black Diamond, Inc.;4.5;$147.54M;n/a;Consumer Non-Durables;Recreational Products/Toys
BLKB;Blackbaud, Inc.;65.7;$3.08B;2004;Technology;Computer Software: Prepackaged Software
BBRY;BlackBerry Limited;8.96;$4.71B;n/a;Public Utilities;Telecommunications Equipment
HAWK;Blackhawk Network Holdings, Inc.;45.23;$2.47B;2013;Finance;Finance: Consumer Services
BKCC;BlackRock Capital Investment Corporation;9.21;$683.72M;2007;n/a;n/a
ADRA;BLDRS Asia 50 ADR Index Fund;26.8801;$24.19M;n/a;n/a;n/a
ADRD;BLDRS Developed Markets 100 ADR Index Fund;20.7265;$65.29M;n/a;n/a;n/a
ADRE;BLDRS Emerging Markets 50 ADR Index Fund;29.57;$144.89M;n/a;n/a;n/a
ADRU;BLDRS Europe 100 ADR Index Fund;20.185;$15.14M;n/a;n/a;n/a
BLMN;Bloomin&#39;;;;;
BCOR;Blucora, Inc.;10.24;$419.76M;n/a;Technology;EDP Services
BLBD;Blue Bird Corporation;10.3;$215.11M;2014;Capital Goods;Construction/Ag Equipment/Trucks
BUFF;Blue Buffalo Pet Products, Inc.;18.97;$3.72B;2015;Consumer Non-Durables;Packaged Foods
BBLU;Blue Earth, Inc.;0.422;$40.07M;n/a;Public Utilities;Electric Utilities: Central
BHBK;Blue Hills Bancorp, Inc.;15.78;$435.29M;2014;Finance;Major Banks
NILE;Blue Nile, Inc.;36.97;$426.38M;2004;Consumer Services;Consumer Specialties
BLUE;bluebird bio, Inc.;64.12;$2.35B;2013;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BKEP;Blueknight Energy Partners L.P., L.L.C.;5.15;$170.04M;2011;Energy;Natural Gas Distribution
BKEPP;Blueknight Energy Partners L.P., L.L.C.;6.52;$196.63M;n/a;Energy;Natural Gas Distribution
BPMC;Blueprint Medicines Corporation;25.07;$679.42M;2015;Health Care;Major Pharmaceuticals
ITEQ;BlueStar TA-BIGITech Israel Technology ETF;24.0399;n/a;n/a;n/a;n/a
STCK;BMC Stock Holdings, Inc.;15.83;$1.04B;2013;Consumer Services;RETAIL: Building Materials
BNCN;BNC Bancorp;25.44;$970.48M;n/a;Finance;Major Banks
BOBE;Bob Evans Farms, Inc.;39.46;$823.5M;n/a;Consumer Services;Restaurants
BOFI;BofI Holding, Inc.;20.43;$1.29B;2005;Finance;Savings Institutions
WIFI;Boingo Wireless, Inc.;6.86;$255.07M;2011;Consumer Services;Telecommunications Equipment
BOJA;Bojangles&#39;;;;;
BOKF;BOK Financial Corporation;59.72;$4.04B;n/a;Finance;Major Banks
BONA;Bona Film Group Limited;13.22;$829.16M;2010;Consumer Services;Movies/Entertainment
BNSO;Bonso Electronics International, Inc.;1.43;$7.5M;n/a;Capital Goods;Industrial Machinery/Components
BPFH;Boston Private Financial Holdings, Inc.;11.25;$941.09M;n/a;Finance;Major Banks
BPFHP;Boston Private Financial Holdings, Inc.;25.9999;n/a;n/a;Finance;Major Banks
BPFHW;Boston Private Financial Holdings, Inc.;4.48;n/a;n/a;Finance;Major Banks
EPAY;Bottomline Technologies, Inc.;29.57;$1.19B;1999;Technology;Computer Software: Prepackaged Software
BDBD;Boulder Brands, Inc.;10.98;$677.89M;n/a;Consumer Non-Durables;Packaged Foods
BLVD;Boulevard Acquisition Corp. II;9.5;n/a;2015;Finance;Business Services
BLVDU;Boulevard Acquisition Corp. II;9.85;n/a;2015;Finance;Business Services
BLVDW;Boulevard Acquisition Corp. II;0.65;n/a;2015;Finance;Business Services
BOXL;Boxlight Corporation;n/a;n/a;n/a;n/a;n/a
BCLI;Brainstorm Cell Therapeutics Inc.;2.67;$49.39M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
BBRG;Bravo Brio Restaurant Group, Inc.;8.84;$134.43M;2010;Consumer Services;Restaurants
BBEP;Breitburn Energy Partners LP;0.6008;$127.3M;2006;Energy;Oil & Gas Production
BBEPP;Breitburn Energy Partners LP;4.71;$37.68M;n/a;Energy;Oil & Gas Production
BDGE;Bridge Bancorp, Inc.;31.45;$546.74M;n/a;Finance;Major Banks
BLIN          ;Bridgeline Digital, Inc.;1.07;$4.75M;n/a;Technology;Computer Software: Prepackaged Software
BRID;Bridgford Foods Corporation;9.44;$85.8M;n/a;Consumer Non-Durables;Specialty Foods
BCOV;Brightcove Inc.;6.5;$212.36M;2012;Technology;EDP Services
BRCM;Broadcom Corporation;57.42;$34.97B;1998;Technology;Semiconductors
BSFT;BroadSoft, Inc.;36.38;$1.05B;2010;Technology;Computer Software: Prepackaged Software
BVSN;BroadVision, Inc.;6.01;$29.34M;1996;Technology;Computer Software: Prepackaged Software
BYFC;Broadway Financial Corporation;1.55;$45.07M;n/a;Finance;Savings Institutions
BWEN;Broadwind Energy, Inc.;2.01;$29.62M;n/a;Capital Goods;Metal Fabrications
BRCD;Brocade Communications Systems, Inc.;8.76;$3.63B;1999;Technology;Computer Communications Equipment
BRKL;Brookline Bancorp, Inc.;11.59;$813.36M;n/a;Finance;Savings Institutions
BRKS;Brooks Automation, Inc.;11.26;$761.68M;1995;Technology;Industrial Machinery/Components
BRKR;Bruker Corporation;23.95;$4.02B;n/a;Capital Goods;Biotechnology: Laboratory Analytical Instruments
BMTC;Bryn Mawr Bank Corporation;28.86;$495.49M;n/a;Finance;Major Banks
BLMT;BSB Bancorp, Inc.;22.92;$208.3M;2011;Finance;Major Banks
BSQR;BSQUARE Corporation;5.91;$71.12M;1999;Miscellaneous;Business Services
BWLD;Buffalo Wild Wings, Inc.;159.19;$3.03B;2003;Consumer Services;Restaurants
BLDR;Builders FirstSource, Inc.;10.7;$1.17B;2005;Consumer Services;RETAIL: Building Materials
BUR;Burcon Nutrascience Corp;1.57;$56.04M;n/a;Consumer Non-Durables;Packaged Foods
CFFI;C&F Financial Corporation;38.9289;$132.03M;n/a;Finance;Major Banks
CHRW;C.H. Robinson Worldwide, Inc.;63.4;$9.11B;1997;Transportation;Oil Refining/Marketing
CA;CA Inc.;28.66;$12.57B;n/a;Technology;Computer Software: Prepackaged Software
CCMP;Cabot Microelectronics Corporation;45.23;$1.11B;2000;Technology;Semiconductors
CDNS;Cadence Design Systems, Inc.;21.18;$6.3B;n/a;Technology;Computer Software: Prepackaged Software
CDZI;Cadiz, Inc.;3.85;$68.8M;n/a;Public Utilities;Water Supply
CACQ;Caesars Acquisition Company;7.35;$1.01B;n/a;Consumer Services;Hotels/Resorts
CZR;Caesars Entertainment Corporation;7.995;$1.16B;2012;Consumer Services;Hotels/Resorts
CSTE;CaesarStone Sdot-Yam Ltd.;41.74;$1.47B;2012;Capital Goods;Building Materials
PRSS;CafePress Inc.;3.65;$61.85M;2012;Consumer Services;Other Specialty Stores
CLBS;Caladrius Biosciences, Inc.;1.12;$62.02M;n/a;Health Care;Hospital/Nursing Management
CLMS;Calamos Asset Management, Inc.;9.71;$199.37M;2004;Finance;Investment Bankers/Brokers/Service
CHY;Calamos Convertible and High Income Fund;10.57;$766.41M;2003;n/a;n/a
CHI;Calamos Convertible Opportunities and Income Fund;10.02;$685.94M;2002;n/a;n/a
CCD;Calamos Dynamic Convertible & Income Fund;18.11;$441.61M;n/a;n/a;n/a
CFGE;Calamos Focus Growth ETF;10.45;$27.17M;n/a;n/a;n/a
CHW;Calamos Global Dynamic Income Fund;7.12;$420.13M;2007;n/a;n/a
CGO;Calamos Global Total Return Fund;11.3699;$96.25M;2005;n/a;n/a
CSQ;Calamos Strategic Total Return Fund;9.82;$1.52B;2004;n/a;n/a
CAMP;CalAmp Corp.;19.45;$710.97M;1983;Technology;Radio And Television Broadcasting And Communications Equipment
CVGW;Calavo Growers, Inc.;48.85;$849.17M;n/a;Consumer Non-Durables;Farming/Seeds/Milling
CFNB;California First National Bancorp;13.25;$138.59M;n/a;Finance;Major Banks
CALA;Calithera Biosciences, Inc.;7.86;$142.55M;2014;Health Care;Major Pharmaceuticals
CALD;Callidus Software, Inc.;19.11;$1.07B;2003;Technology;EDP Services
CALM;Cal-Maine Foods, Inc.;48.75;$2.36B;1996;Consumer Non-Durables;Farming/Seeds/Milling
CLMT;Calumet Specialty Products Partners, L.P.;19.86;$1.5B;2006;Energy;Integrated oil Companies
ABCD;Cambium Learning Group, Inc.;5.17;$235.81M;n/a;Consumer Services;Publishing
CAMB;CAMBRIDGE CAPITAL ACQUISITION CORPORATION;10;$105.35M;2014;Finance;Business Services
CAMBU;CAMBRIDGE CAPITAL ACQUISITION CORPORATION;10.6;n/a;2013;Finance;Business Services
CAMBW;CAMBRIDGE CAPITAL ACQUISITION CORPORATION;0.74;n/a;2014;Finance;Business Services
CAC;Camden National Corporation;45.05;$459.69M;n/a;Finance;Major Banks
CAMT;Camtek Ltd.;2.21;$77.68M;2000;Capital Goods;Electronic Components
CSIQ;Canadian Solar Inc.;27.92;$1.54B;2006;Technology;Semiconductors
CGIX;Cancer Genetics, Inc.;3.18;$33.87M;n/a;Health Care;Medical Specialities
CPHC;Canterbury Park Holding Corporation;10.9789;$46.61M;n/a;Consumer Services;Services-Misc. Amusement & Recreation
CBNJ;Cape Bancorp, Inc.;12.18;$165.11M;n/a;Finance;Major Banks
CPLA;Capella Education Company;47.43;$565.65M;2006;Consumer Services;Other Consumer Services
CBF;Capital Bank Financial Corp.;32.54;$1.42B;2012;Finance;Major Banks
CCBG;Capital City Bank Group;15.89;$272.42M;n/a;Finance;Major Banks
CPLP;Capital Product Partners L.P.;5.18;$619.32M;2007;Transportation;Marine Transportation
CSWC;Capital Southwest Corporation;14.15;$220.5M;n/a;n/a;n/a
CPTA;Capitala Finance Corp.;12.03;$189.66M;2013;n/a;n/a
CLAC;Capitol Acquisition Corp. III;9.96;$404.63M;2015;Finance;Business Services
CLACU;Capitol Acquisition Corp. III;9.97;$249.25M;2015;Finance;Business Services
CLACW;Capitol Acquisition Corp. III;0.5;n/a;2015;Finance;Business Services
CFFN;Capitol Federal Financial, Inc.;12.53;$1.72B;n/a;Finance;Savings Institutions
CAPN;Capnia, Inc.;2.08;$25.72M;2014;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPNW;Capnia, Inc.;0.4165;n/a;2014;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPR;Capricor Therapeutics, Inc.;3.28;$53.32M;n/a;Health Care;Major Pharmaceuticals
CPST;Capstone Turbine Corporation;1.27;$21M;2000;Energy;Industrial Machinery/Components
CARA;Cara Therapeutics, Inc.;15.3;$416.64M;2014;Health Care;Major Pharmaceuticals
CARB;Carbonite, Inc.;9.75;$265.72M;2011;Technology;EDP Services
CBYL;Carbylan Therapeutics, Inc.;3.34;$87.92M;2015;Health Care;Major Pharmaceuticals
CRDC;Cardica, Inc.;0.13;$11.57M;2006;Health Care;Medical/Dental Instruments
CFNL;Cardinal Financial Corporation;22.64;$729.24M;1998;Finance;Major Banks
CRME;Cardiome Pharma Corporation;7.58;$149.25M;n/a;Health Care;Major Pharmaceuticals
CSII;Cardiovascular Systems, Inc.;14.38;$467.34M;1981;Health Care;Medical/Dental Instruments
CATM;Cardtronics, Inc.;33.97;$1.53B;2007;Miscellaneous;Business Services
CDNA;CareDx, Inc.;6.36;$75.7M;2014;Health Care;Medical Specialities
CECO;Career Education Corporation;3.67;$249.55M;1998;Consumer Services;Other Consumer Services
CTRE;CareTrust REIT, Inc.;10.82;$520.96M;n/a;Consumer Services;Real Estate Investment Trusts
CKEC;Carmike Cinemas, Inc.;23.22;$570.7M;n/a;Consumer Services;Movies/Entertainment
CLBH;Carolina Bank Holdings Inc.;18.39;$92.15M;n/a;Finance;Major Banks
CARO;Carolina Financial Corporation;16.94;$165.31M;n/a;Finance;Major Banks
CART;Carolina Trust Bank;6.25;$29.04M;n/a;n/a;n/a
CRZO;Carrizo Oil & Gas, Inc.;29.28;$1.71B;1997;Energy;Oil & Gas Production
TAST;Carrols Restaurant Group, Inc.;12.17;$432.14M;2006;Consumer Services;Restaurants
CRTN;Cartesian, Inc.;2.3099;$20.92M;n/a;Consumer Services;Professional Services
CARV;Carver Bancorp, Inc.;3.95;$14.6M;n/a;Finance;Savings Institutions
CASM;CAS Medical Systems, Inc.;1.59;$42.74M;n/a;Health Care;Medical/Dental Instruments
CACB;Cascade Bancorp;6.03;$438.86M;n/a;Finance;Major Banks
CSCD;Cascade Microtech, Inc.;16.16;$256.23M;2004;Capital Goods;Electrical Products
CWST;Casella Waste Systems, Inc.;6.05;$247.85M;1997;Public Utilities;Environmental Services
CASY;Caseys General Stores, Inc.;119.82;$4.67B;1983;Consumer Durables;Automotive Aftermarket
CASI;CASI Pharmaceuticals, Inc.;0.98;$31.8M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CASS;Cass Information Systems, Inc;51.26;$581.36M;n/a;Miscellaneous;Business Services
CATB;Catabasis Pharmaceuticals, Inc.;9.78;$149.61M;2015;Health Care;Major Pharmaceuticals
CBIO;Catalyst Biosciences, Inc. ;2.23;$25.48M;n/a;Health Care;Major Pharmaceuticals
CPRX;Catalyst Pharmaceuticals, Inc.;2.33;$192.98M;2006;Health Care;Major Pharmaceuticals
CATY;Cathay General Bancorp;31.53;$2.55B;n/a;Finance;Major Banks
